ReportingYear,StationLocalId,SamplingPointLocalId,Pollutant,AQValue,Unit,SamplingPoint_Latitude,SamplingPoint_Longitude,AggregationType,Namespace,BeginPosition,EndPosition
2014,STA-NL00633,SPO-NL00633_00010_101,Carbon monoxide (air),0.735,mg.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00014,SPO-NL00014_00010_100,Carbon monoxide (air),1.661,mg.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00551,SPO-NL00551_00010_100,Carbon monoxide (air),3.363,mg.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2016,STA-NL00012,SPO-NL00012_00010_100,Carbon monoxide (air),1638.7,mg.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00561,SPO-NL00561_00010_100,Carbon monoxide (air),3723,mg.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2015,STA-NL00488,SPO-NL00488_00010_100,Carbon monoxide (air),2.07,mg.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00561,SPO-NL00561_00010_100,Carbon monoxide (air),2.16,mg.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00703,SPO-NL00703_00464_100,"m,p-Xylene (air)",7.3,ug.m-3,52.400001529481244,4.7300000200000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00017,SPO-NL00017_00464_100,"m,p-Xylene (air)",79.77,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00546,SPO-NL00546_00464_100,"m,p-Xylene (air)",44.7,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00704,SPO-NL00704_00464_100,"m,p-Xylene (air)",81.3,ug.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2014,STA-NL00418,SPO-NL00418_00008_111,Nitrogen dioxide (air),123.36,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00022,SPO-NL00022_00008_101,Nitrogen dioxide (air),96,ug.m-3,52.37888717948114,4.7936196299999994,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00495,SPO-NL00495_00008_100,Nitrogen dioxide (air),156.1,ug.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00937,SPO-NL00937_00008_100,Nitrogen dioxide (air),110.03,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00565,SPO-NL00565_00008_100,Nitrogen dioxide (air),182,ug.m-3,52.327449999480905,4.715072000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00131,SPO-NL00131_00008_111,Nitrogen dioxide (air),73.5,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00929,SPO-NL00929_00008_100,Nitrogen dioxide (air),62.57,ug.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00014,SPO-NL00014_00008_100,Nitrogen dioxide (air),107,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00485,SPO-NL00485_00008_100,Nitrogen dioxide (air),115,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00644,SPO-NL00644_00008_100,Nitrogen dioxide (air),76.84,ug.m-3,51.974639999479258,4.9234299999999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00448,SPO-NL00448_00008_100,Nitrogen dioxide (air),209.21,ug.m-3,51.92694472947904,4.4616775500000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00738,SPO-NL00738_00008_100,Nitrogen dioxide (air),68.85,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00240,SPO-NL00240_00008_100,Nitrogen dioxide (air),165.71,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00230,SPO-NL00230_00008_101,Nitrogen dioxide (air),201.83,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00549,SPO-NL00549_00008_100,Nitrogen dioxide (air),78,ug.m-3,52.257359999480563,5.2359030000000004,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00247,SPO-NL00247_00008_100,Nitrogen dioxide (air),81.44,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00631,SPO-NL00631_00008_111,Nitrogen dioxide (air),183.67,ug.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00133,SPO-NL00133_00008_101,Nitrogen dioxide (air),76.75,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00643,SPO-NL00643_00008_100,Nitrogen dioxide (air),92.11,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00633,SPO-NL00633_00008_101,Nitrogen dioxide (air),83.03,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00742,SPO-NL00742_00008_100,Nitrogen dioxide (air),101.81,ug.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00641,SPO-NL00641_00008_100,Nitrogen dioxide (air),125.21,ug.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00014,SPO-NL00014_00008_100,Nitrogen dioxide (air),90.3,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00491,SPO-NL00491_00008_100,Nitrogen dioxide (air),191.5,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00494,SPO-NL00494_00008_100,Nitrogen dioxide (air),157.8,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00489,SPO-NL00489_00008_100,Nitrogen dioxide (air),177.3,ug.m-3,51.868888849478772,4.5747222900000004,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00546,SPO-NL00546_00008_100,Nitrogen dioxide (air),303.8,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00550,SPO-NL00550_00008_100,Nitrogen dioxide (air),123.98,ug.m-3,52.370510999481105,4.6423189999999988,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00007,SPO-NL00007_00008_101,Nitrogen dioxide (air),164,ug.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00551,SPO-NL00551_00008_100,Nitrogen dioxide (air),152,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00918,SPO-NL00918_00008_101,Nitrogen dioxide (air),57.77,ug.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00021,SPO-NL00021_00008_101,Nitrogen dioxide (air),80,ug.m-3,52.321388239480868,4.9888944600000009,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00636,SPO-NL00636_00008_111,Nitrogen dioxide (air),115.23,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00546,SPO-NL00546_00008_100,Nitrogen dioxide (air),138,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00014,SPO-NL00014_00008_100,Nitrogen dioxide (air),94,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00641,SPO-NL00641_00008_100,Nitrogen dioxide (air),132.75,ug.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00722,SPO-NL00722_00008_111,Nitrogen dioxide (air),64.01,ug.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00237,SPO-NL00237_00008_101,Nitrogen dioxide (air),142.69,ug.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00017,SPO-NL00017_00008_101,Nitrogen dioxide (air),139,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00444,SPO-NL00444_00008_100,Nitrogen dioxide (air),83.94,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00738,SPO-NL00738_00008_100,Nitrogen dioxide (air),87.04,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00433,SPO-NL00433_00008_111,Nitrogen dioxide (air),232.54,ug.m-3,51.911392209478961,4.32695293,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00133,SPO-NL00133_00008_101,Nitrogen dioxide (air),83.21,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00818,SPO-NL00818_00008_100,Nitrogen dioxide (air),61.43,ug.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00639,SPO-NL00639_00008_101,Nitrogen dioxide (air),167.5,ug.m-3,52.06888899947969,5.1211140000000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00022,SPO-NL00022_00008_101,Nitrogen dioxide (air),111.8,ug.m-3,52.37888717948114,4.7936196299999994,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00701,SPO-NL00701_00008_100,Nitrogen dioxide (air),148.8,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00564,SPO-NL00564_00008_100,Nitrogen dioxide (air),120,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00488,SPO-NL00488_00008_100,Nitrogen dioxide (air),105.9,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00301,SPO-NL00301_00008_101,Nitrogen dioxide (air),115.73999999,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00444,SPO-NL00444_00008_100,Nitrogen dioxide (air),76.53,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00546,SPO-NL00546_00008_100,Nitrogen dioxide (air),165.09999999,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00494,SPO-NL00494_00008_100,Nitrogen dioxide (air),163.69999999,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00003,SPO-NL00003_00008_101,Nitrogen dioxide (air),99.59999999,ug.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00230,SPO-NL00230_00008_101,Nitrogen dioxide (air),414.24,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00488,SPO-NL00488_00008_100,Nitrogen dioxide (air),121.6,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00020,SPO-NL00020_00008_101,Nitrogen dioxide (air),193,ug.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00701,SPO-NL00701_00008_100,Nitrogen dioxide (air),107,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00494,SPO-NL00494_00008_100,Nitrogen dioxide (air),157.6,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00241,SPO-NL00241_00008_100,Nitrogen dioxide (air),112.44,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00240,SPO-NL00240_00008_100,Nitrogen dioxide (air),175.67,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00564,SPO-NL00564_00008_100,Nitrogen dioxide (air),100,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00496,SPO-NL00496_00008_100,Nitrogen dioxide (air),270.9,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00444,SPO-NL00444_00008_100,Nitrogen dioxide (air),96.3,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00493,SPO-NL00493_00008_100,Nitrogen dioxide (air),192.2,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00487,SPO-NL00487_00008_100,Nitrogen dioxide (air),154.2,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00446,SPO-NL00446_00008_100,Nitrogen dioxide (air),145.49,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00237,SPO-NL00237_00008_101,Nitrogen dioxide (air),139.14,ug.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00136,SPO-NL00136_00008_100,Nitrogen dioxide (air),132.43,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00918,SPO-NL00918_00008_101,Nitrogen dioxide (air),75.57,ug.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00643,SPO-NL00643_00008_100,Nitrogen dioxide (air),114.5,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00818,SPO-NL00818_00008_100,Nitrogen dioxide (air),60.05,ug.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00235,SPO-NL00235_00008_101,Nitrogen dioxide (air),82.28,ug.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00136,SPO-NL00136_00008_100,Nitrogen dioxide (air),137.91,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00301,SPO-NL00301_00008_101,Nitrogen dioxide (air),88.37,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00131,SPO-NL00131_00008_111,Nitrogen dioxide (air),84.81,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00538,SPO-NL00538_00008_111,Nitrogen dioxide (air),96.25,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00446,SPO-NL00446_00008_100,Nitrogen dioxide (air),140.72,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00639,SPO-NL00639_00008_101,Nitrogen dioxide (air),119.04,ug.m-3,52.06888899947969,5.1211140000000013,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00495,SPO-NL00495_00008_100,Nitrogen dioxide (air),173.5,ug.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00488,SPO-NL00488_00008_100,Nitrogen dioxide (air),133.6,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00496,SPO-NL00496_00008_100,Nitrogen dioxide (air),235.5,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00701,SPO-NL00701_00008_100,Nitrogen dioxide (air),120.5,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00437,SPO-NL00437_00008_101,Nitrogen dioxide (air),113.09,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00107,SPO-NL00107_00008_101,Nitrogen dioxide (air),84.32,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00537,SPO-NL00537_00008_101,Nitrogen dioxide (air),127.76,ug.m-3,52.381666999481162,4.6480689999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00701,SPO-NL00701_00008_100,Nitrogen dioxide (air),161,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00236,SPO-NL00236_00008_101,Nitrogen dioxide (air),113.47,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00235,SPO-NL00235_00008_101,Nitrogen dioxide (air),84.16,ug.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00486,SPO-NL00486_00008_100,Nitrogen dioxide (air),180.7,ug.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00230,SPO-NL00230_00008_101,Nitrogen dioxide (air),285.72,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00247,SPO-NL00247_00008_100,Nitrogen dioxide (air),99.62,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00493,SPO-NL00493_00008_100,Nitrogen dioxide (air),206.6,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00489,SPO-NL00489_00008_100,Nitrogen dioxide (air),166.4,ug.m-3,51.868888849478772,4.5747222900000004,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00496,SPO-NL00496_00008_100,Nitrogen dioxide (air),174,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00246,SPO-NL00246_00008_100,Nitrogen dioxide (air),110.76,ug.m-3,51.652778629477808,4.5138888399999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00937,SPO-NL00937_00008_100,Nitrogen dioxide (air),133.25,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00538,SPO-NL00538_00008_111,Nitrogen dioxide (air),104.33,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00230,SPO-NL00230_00008_101,Nitrogen dioxide (air),319.67,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00107,SPO-NL00107_00008_101,Nitrogen dioxide (air),64.81,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00131,SPO-NL00131_00008_111,Nitrogen dioxide (air),69.21999999,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00404,SPO-NL00404_00008_111,Nitrogen dioxide (air),170.77,ug.m-3,52.07805633947973,4.2891721699999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00138,SPO-NL00138_00008_100,Nitrogen dioxide (air),78.29,ug.m-3,50.900316999474725,5.986853,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00012,SPO-NL00012_00008_101,Nitrogen dioxide (air),153.69999999,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00136,SPO-NL00136_00008_100,Nitrogen dioxide (air),130.15,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00241,SPO-NL00241_00008_100,Nitrogen dioxide (air),101.55,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00246,SPO-NL00246_00008_100,Nitrogen dioxide (air),85.12,ug.m-3,51.652778629477808,4.5138888399999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00643,SPO-NL00643_00008_100,Nitrogen dioxide (air),128.28999999,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00633,SPO-NL00633_00008_101,Nitrogen dioxide (air),70.92,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00020,SPO-NL00020_00008_101,Nitrogen dioxide (air),190.8,ug.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00489,SPO-NL00489_00008_100,Nitrogen dioxide (air),221.3,ug.m-3,51.868888849478772,4.5747222900000004,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00550,SPO-NL00550_00008_100,Nitrogen dioxide (air),130.62,ug.m-3,52.370510999481105,4.6423189999999988,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00002,SPO-NL00002_00008_101,Nitrogen dioxide (air),194,ug.m-3,52.38500213948118,4.8761196099999982,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00486,SPO-NL00486_00008_100,Nitrogen dioxide (air),131.2,ug.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00012,SPO-NL00012_00008_101,Nitrogen dioxide (air),156,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00636,SPO-NL00636_00008_111,Nitrogen dioxide (air),125.92,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00546,SPO-NL00546_00008_100,Nitrogen dioxide (air),165,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00633,SPO-NL00633_00008_101,Nitrogen dioxide (air),97.62,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00738,SPO-NL00738_00008_100,Nitrogen dioxide (air),63.83,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00742,SPO-NL00742_00008_100,Nitrogen dioxide (air),100.44,ug.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00538,SPO-NL00538_00008_111,Nitrogen dioxide (air),99.02,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00236,SPO-NL00236_00008_101,Nitrogen dioxide (air),115.86,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
