"Name","Activity type","Description"
"Hallein","walking",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","822","47.681871","13.093937","513.0","33.0","10","0.77","2016-09-16T14:43:37.000Z","","",""
"1","823","47.681881","13.093943","513.0","25.0","10","0.79","2016-09-16T14:43:38.000Z","","",""
"1","824","47.681932","13.094039","514.0","35.0","9","0.55","2016-09-16T14:43:47.000Z","","",""
"1","825","47.68194","13.094047","514.0","28.0","9","0.7","2016-09-16T14:43:48.000Z","","",""
"1","826","47.682","13.094133","517.0","35.0","9","0.79","2016-09-16T14:43:55.000Z","","",""
"1","827","47.682005","13.094149","516.0","40.0","9","0.68","2016-09-16T14:43:56.000Z","","",""
"1","828","47.682043","13.094225","518.0","47.0","10","1.16","2016-09-16T14:44:06.000Z","","",""
"1","829","47.682057","13.09428","518.0","72.0","10","1.45","2016-09-16T14:44:07.000Z","","",""
"1","830","47.682099","13.094181","528.0","284.0","10","0.75","2016-09-16T14:44:22.000Z","","",""
"1","831","47.682111","13.094163","529.0","338.0","9","0.78","2016-09-16T14:44:23.000Z","","",""
"1","832","47.682165","13.094063","528.0","323.0","11","1.47","2016-09-16T14:44:31.000Z","","",""
"1","833","47.682177","13.094023","529.0","317.0","11","1.52","2016-09-16T14:44:32.000Z","","",""
"1","834","47.682195","13.094097","529.0","113.0","13","1.01","2016-09-16T14:44:38.000Z","","",""
"1","835","47.682249","13.094128","528.0","51.0","14","1.5","2016-09-16T14:44:39.000Z","","",""
"1","836","47.682323","13.094089","527.0","9.0","14","1.21","2016-09-16T14:44:44.000Z","","",""
"1","837","47.682376","13.094261","521.0","77.0","12","1.13","2016-09-16T14:44:45.000Z","","",""
"1","838","47.682435","13.09419","515.0","31.0","12","0.72","2016-09-16T14:44:47.000Z","","",""
"1","839","47.682452","13.094159","515.0","349.0","11","0.78","2016-09-16T14:44:48.000Z","","",""
"1","840","47.682531","13.094203","512.0","68.0","12","1.6","2016-09-16T14:44:56.000Z","","",""
"1","841","47.682544","13.094203","513.0","36.0","12","0.69","2016-09-16T14:44:57.000Z","","",""
"1","842","47.682575","13.094136","515.0","306.0","10","0.4","2016-09-16T14:45:03.000Z","","",""
"1","843","47.682575","13.09415","515.0","315.0","10","0.17","2016-09-16T14:45:04.000Z","","",""
"1","844","47.682585","13.09415","516.0","345.0","11","0.34","2016-09-16T14:45:05.000Z","","",""
"1","845","47.68263","13.094041","518.0","311.0","10","1.21","2016-09-16T14:45:09.000Z","","",""
"1","846","47.682631","13.094033","518.0","308.0","10","0.7","2016-09-16T14:45:10.000Z","","",""
"1","847","47.682681","13.093923","517.0","315.0","10","1.33","2016-09-16T14:45:16.000Z","","",""
"1","848","47.682693","13.093906","518.0","312.0","10","1.21","2016-09-16T14:45:17.000Z","","",""
"1","849","47.682769","13.093933","522.0","328.0","10","0.78","2016-09-16T14:45:27.000Z","","",""
"1","850","47.682784","13.093951","521.0","356.0","9","1.01","2016-09-16T14:45:28.000Z","","",""
"1","851","47.68287","13.093925","519.0","316.0","12","0.94","2016-09-16T14:45:39.000Z","","",""
"1","852","47.682868","13.093885","519.0","272.0","12","1.16","2016-09-16T14:45:40.000Z","","",""
"1","853","47.682928","13.093811","519.0","313.0","11","0.63","2016-09-16T14:45:43.000Z","","",""
"1","854","47.682947","13.093799","517.0","346.0","11","0.61","2016-09-16T14:45:44.000Z","","",""
"1","855","47.683022","13.093739","511.0","346.0","10","0.69","2016-09-16T14:46:00.000Z","","",""
"1","856","47.683034","13.093724","513.0","334.0","10","0.82","2016-09-16T14:46:01.000Z","","",""
"1","857","47.683107","13.093688","516.0","334.0","10","0.73","2016-09-16T14:46:10.000Z","","",""
"1","858","47.683128","13.093683","516.0","324.0","10","0.8","2016-09-16T14:46:11.000Z","","",""
"1","859","47.683208","13.093661","516.0","321.0","11","0.92","2016-09-16T14:46:17.000Z","","",""
"1","860","47.683216","13.093638","516.0","301.0","12","1.27","2016-09-16T14:46:18.000Z","","",""
"1","861","47.683252","13.093525","514.0","296.0","12","2.13","2016-09-16T14:46:21.000Z","","",""
"1","862","47.683317","13.093475","512.0","321.0","13","3.32","2016-09-16T14:46:22.000Z","","",""
"1","863","47.683317","13.093475","512.0","321.0","13","3.32","2016-09-16T14:46:23.931Z","","",""
