"Name","Activity type","Description"
"Hallein","walking",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","1","47.685989","13.081926","786.0","289.0","21","0.86","2016-09-16T13:04:30.817Z","","",""
"1","2","47.685995","13.081821","752.0","","10","0","2016-09-16T13:04:40.000Z","","",""
"1","3","47.685981","13.081791","746.0","","8","0","2016-09-16T13:04:41.000Z","","",""
"1","4","47.686059","13.081775","773.0","319.0","3.9","0.83","2016-09-16T13:04:54.000Z","","",""
"1","5","47.686075","13.081741","776.0","322.0","3.9","1.11","2016-09-16T13:04:55.000Z","","",""
"1","6","47.686143","13.08166","774.0","340.0","3.9","0.84","2016-09-16T13:05:01.000Z","","",""
"1","7","47.686145","13.081637","774.0","4.0","3.9","0.28","2016-09-16T13:05:02.000Z","","",""
"1","8","47.686141","13.081642","774.0","0.0","3.9","0.21","2016-09-16T13:05:03.000Z","","",""
"1","9","47.686145","13.081635","775.0","","3.9","0","2016-09-16T13:05:08.000Z","","",""
"1","10","47.686153","13.081635","776.0","343.0","3.9","0.56","2016-09-16T13:05:09.000Z","","",""
"1","11","47.686203","13.08154","778.0","304.0","3.9","0.88","2016-09-16T13:05:15.000Z","","",""
"1","12","47.686208","13.081526","778.0","307.0","3.9","0.79","2016-09-16T13:05:16.000Z","","",""
"1","13","47.686254","13.081432","779.0","","3.9","0","2016-09-16T13:05:25.000Z","","",""
"1","14","47.686262","13.081409","778.0","308.0","3.9","0.62","2016-09-16T13:05:26.000Z","","",""
"1","15","47.686296","13.081287","781.0","319.0","3.9","0.71","2016-09-16T13:05:35.000Z","","",""
"1","16","47.6863","13.081265","780.0","297.0","9","0.77","2016-09-16T13:05:36.000Z","","",""
"1","17","47.686353","13.081164","787.0","284.0","9","0.55","2016-09-16T13:05:45.000Z","","",""
"1","18","47.686354","13.08115","788.0","319.0","9","0.77","2016-09-16T13:05:46.000Z","","",""
"1","19","47.686414","13.081076","791.0","328.0","9","1.09","2016-09-16T13:05:53.000Z","","",""
"1","20","47.686422","13.08106","791.0","328.0","9","1.09","2016-09-16T13:05:54.000Z","","",""
"1","21","47.686486","13.080975","792.0","327.0","9","0.43","2016-09-16T13:06:03.000Z","","",""
"1","22","47.686493","13.080952","791.0","297.0","9","0.91","2016-09-16T13:06:04.000Z","","",""
"1","23","47.686544","13.080853","794.0","309.0","10","1.11","2016-09-16T13:06:16.000Z","","",""
"1","24","47.686548","13.080836","795.0","302.0","10","1.06","2016-09-16T13:06:17.000Z","","",""
"1","25","47.686587","13.080747","794.0","295.0","11","0.84","2016-09-16T13:06:24.000Z","","",""
"1","26","47.686596","13.080717","793.0","313.0","10","1.29","2016-09-16T13:06:25.000Z","","",""
"1","27","47.686624","13.080596","788.0","296.0","11","1.62","2016-09-16T13:06:28.000Z","","",""
"1","28","47.686634","13.080591","788.0","308.0","11","1.25","2016-09-16T13:06:29.000Z","","",""
"1","29","47.686626","13.080534","786.0","","11","0","2016-09-16T13:06:36.000Z","","",""
"1","30","47.686626","13.080556","786.0","69.0","11","0.17","2016-09-16T13:06:37.000Z","","",""
"1","31","47.686635","13.080566","787.0","2.0","11","0.33","2016-09-16T13:06:38.000Z","","",""
"1","32","47.686654","13.080445","784.0","284.0","10","1.02","2016-09-16T13:06:43.000Z","","",""
"1","33","47.686655","13.080425","784.0","263.0","10","0.91","2016-09-16T13:06:44.000Z","","",""
"1","34","47.686674","13.080309","782.0","255.0","10","0.54","2016-09-16T13:06:53.000Z","","",""
"1","35","47.686684","13.080291","783.0","298.0","10","0.43","2016-09-16T13:06:54.000Z","","",""
"1","36","47.686683","13.080192","784.0","275.0","10","0.53","2016-09-16T13:07:02.000Z","","",""
"1","37","47.686686","13.080154","785.0","279.0","10","0.77","2016-09-16T13:07:03.000Z","","",""
"1","38","47.68672","13.080064","787.0","287.0","10","0.58","2016-09-16T13:07:11.000Z","","",""
"1","39","47.686736","13.080041","787.0","325.0","10","1.19","2016-09-16T13:07:12.000Z","","",""
"1","40","47.686723","13.079931","787.0","306.0","10","0.78","2016-09-16T13:07:18.000Z","","",""
"1","41","47.686724","13.079903","784.0","271.0","10","0.49","2016-09-16T13:07:19.000Z","","",""
"1","42","47.686755","13.079783","788.0","260.0","10","0.47","2016-09-16T13:07:31.000Z","","",""
"1","43","47.686764","13.079776","789.0","305.0","10","0.46","2016-09-16T13:07:32.000Z","","",""
"1","44","47.686803","13.07969","793.0","286.0","10","0.76","2016-09-16T13:07:39.000Z","","",""
"1","45","47.686807","13.079688","793.0","274.0","10","0.2","2016-09-16T13:07:40.000Z","","",""
"1","46","47.686811","13.079687","792.0","","9","0","2016-09-16T13:07:41.000Z","","",""
"1","47","47.686814","13.079678","791.0","202.0","9","0.26","2016-09-16T13:07:42.000Z","","",""
"1","48","47.686816","13.079558","775.0","132.0","10","0.42","2016-09-16T13:08:49.000Z","","",""
"1","49","47.686815","13.079525","774.0","176.0","10","0.17","2016-09-16T13:08:50.000Z","","",""
"1","50","47.686825","13.079411","767.0","284.0","10","0.5","2016-09-16T13:09:19.000Z","","",""
"1","51","47.686829","13.079376","765.0","275.0","10","0.66","2016-09-16T13:09:20.000Z","","",""
"1","52","47.686825","13.079251","766.0","270.0","9","0.92","2016-09-16T13:09:28.000Z","","",""
"1","53","47.686807","13.079237","766.0","266.0","9","0.72","2016-09-16T13:09:29.000Z","","",""
"1","54","47.686807","13.079229","768.0","223.0","10","0.35","2016-09-16T13:09:30.000Z","","",""
"1","55","47.68681","13.079221","768.0","232.0","10","0.18","2016-09-16T13:09:31.000Z","","",""
"1","56","47.686805","13.079232","768.0","129.0","10","0.5","2016-09-16T13:09:32.000Z","","",""
"1","57","47.686841","13.079117","773.0","282.0","10","0.63","2016-09-16T13:09:42.000Z","","",""
"1","58","47.686842","13.079089","773.0","275.0","10","0.95","2016-09-16T13:09:43.000Z","","",""
"1","59","47.686859","13.078979","773.0","305.0","10","0.69","2016-09-16T13:10:06.000Z","","",""
"1","60","47.686867","13.07896","773.0","286.0","10","1.02","2016-09-16T13:10:07.000Z","","",""
"1","61","47.686928","13.078885","779.0","287.0","10","0.64","2016-09-16T13:10:24.000Z","","",""
"1","62","47.686935","13.078803","772.0","286.0","9","0.77","2016-09-16T13:10:25.000Z","","",""
"1","63","47.686936","13.078784","771.0","310.0","9","0.18","2016-09-16T13:10:26.000Z","","",""
"1","64","47.68693","13.078773","771.0","223.0","9","0.87","2016-09-16T13:10:27.000Z","","",""
"1","65","47.68695","13.078661","767.0","291.0","10","1.7","2016-09-16T13:10:29.000Z","","",""
"1","66","47.686964","13.078621","763.0","304.0","10","1.55","2016-09-16T13:10:30.000Z","","",""
"1","67","47.686958","13.078503","751.0","","10","0","2016-09-16T13:10:38.000Z","","",""
"1","68","47.686958","13.078494","752.0","250.0","10","0.21","2016-09-16T13:10:39.000Z","","",""
"1","69","47.686969","13.078454","750.0","","11","0","2016-09-16T13:11:10.000Z","","",""
"1","70","47.686978","13.078433","750.0","276.0","10","1.24","2016-09-16T13:11:11.000Z","","",""
"1","71","47.686935","13.078318","743.0","","9","0","2016-09-16T13:11:39.000Z","","",""
"1","72","47.68693","13.078319","743.0","","10","0","2016-09-16T13:11:40.000Z","","",""
"1","73","47.686918","13.078187","748.0","","9","0","2016-09-16T13:12:11.000Z","","",""
"1","74","47.68692","13.07818","748.0","","9","0","2016-09-16T13:12:12.000Z","","",""
"1","75","47.686901","13.078063","748.0","273.0","9","1.65","2016-09-16T13:12:17.000Z","","",""
"1","76","47.686891","13.078048","749.0","273.0","9","1.5","2016-09-16T13:12:18.000Z","","",""
"1","77","47.686892","13.077961","748.0","254.0","9","0.36","2016-09-16T13:12:23.000Z","","",""
"1","78","47.686891","13.07796","748.0","254.0","9","0.16","2016-09-16T13:12:24.000Z","","",""
"1","79","47.686903","13.077939","750.0","254.0","3.9","0.19","2016-09-16T13:12:46.000Z","","",""
"1","80","47.686902","13.077922","750.0","254.0","3.9","0.43","2016-09-16T13:12:47.000Z","","",""
"1","81","47.686867","13.077844","752.0","233.0","4","0.85","2016-09-16T13:13:29.000Z","","",""
"1","82","47.686861","13.077802","752.0","258.0","4","1.34","2016-09-16T13:13:30.000Z","","",""
"1","83","47.686864","13.077681","753.0","","3.9","0","2016-09-16T13:13:50.000Z","","",""
"1","84","47.686873","13.077669","754.0","321.0","3.9","1.09","2016-09-16T13:13:51.000Z","","",""
"1","85","47.686919","13.077558","761.0","304.0","4","0.96","2016-09-16T13:14:03.000Z","","",""
"1","86","47.68692","13.077553","761.0","304.0","4","0.66","2016-09-16T13:14:04.000Z","","",""
"1","87","47.686931","13.077433","769.0","268.0","4","0.63","2016-09-16T13:14:27.000Z","","",""
"1","88","47.686932","13.077383","764.0","256.0","3.9","0.75","2016-09-16T13:14:28.000Z","","",""
"1","89","47.686925","13.077253","766.0","286.0","3.9","0.72","2016-09-16T13:14:53.000Z","","",""
"1","90","47.68693","13.077238","766.0","291.0","3.9","0.89","2016-09-16T13:14:54.000Z","","",""
"1","91","47.686932","13.077125","752.0","","3.9","0","2016-09-16T13:15:10.000Z","","",""
"1","92","47.68693","13.077128","753.0","327.0","3.9","0.18","2016-09-16T13:15:11.000Z","","",""
"1","93","47.686933","13.077126","753.0","352.0","3.9","0.25","2016-09-16T13:15:12.000Z","","",""
"1","94","47.686984","13.077024","753.0","300.0","4","0.83","2016-09-16T13:15:34.000Z","","",""
"1","95","47.686985","13.077012","753.0","300.0","4","0.7","2016-09-16T13:15:35.000Z","","",""
"1","96","47.687042","13.076918","753.0","351.0","4","0.78","2016-09-16T13:15:46.000Z","","",""
"1","97","47.687054","13.076885","750.0","342.0","3.9","1.02","2016-09-16T13:15:47.000Z","","",""
"1","98","47.687134","13.076828","745.0","337.0","3.9","1.03","2016-09-16T13:15:55.000Z","","",""
"1","99","47.687146","13.076816","744.0","337.0","4","1.05","2016-09-16T13:15:56.000Z","","",""
"1","100","47.687213","13.076765","743.0","329.0","5","0.86","2016-09-16T13:16:04.000Z","","",""
"1","101","47.687232","13.076748","743.0","329.0","5","1.4","2016-09-16T13:16:05.000Z","","",""
"1","102","47.687149","13.076794","742.0","154.0","3.9","1.13","2016-09-16T13:16:33.000Z","","",""
"1","103","47.687139","13.076802","742.0","151.0","3.9","1.14","2016-09-16T13:16:34.000Z","","",""
"1","104","47.687102","13.076791","750.0","","4","0","2016-09-16T13:18:09.000Z","","",""
"1","105","47.687099","13.076793","750.0","158.0","4","0.22","2016-09-16T13:18:10.000Z","","",""
"1","106","47.687098","13.076795","750.0","158.0","4","0.27","2016-09-16T13:18:11.000Z","","",""
"1","107","47.687183","13.07678","758.0","332.0","3.9","0.29","2016-09-16T13:18:37.000Z","","",""
"1","108","47.687187","13.076772","758.0","332.0","4","0.43","2016-09-16T13:18:38.000Z","","",""
"1","109","47.687255","13.076689","759.0","319.0","3.9","0.93","2016-09-16T13:18:50.000Z","","",""
"1","110","47.687261","13.076678","760.0","319.0","3.9","0.86","2016-09-16T13:18:51.000Z","","",""
"1","111","47.687338","13.076612","760.0","319.0","5","0.71","2016-09-16T13:19:03.000Z","","",""
"1","112","47.687344","13.076604","761.0","320.0","4","0.98","2016-09-16T13:19:04.000Z","","",""
"1","113","47.687393","13.076507","767.0","327.0","5","1.12","2016-09-16T13:19:11.000Z","","",""
"1","114","47.687397","13.076478","768.0","320.0","5","1.12","2016-09-16T13:19:12.000Z","","",""
"1","115","47.687477","13.076427","768.0","323.0","4","0.91","2016-09-16T13:19:25.000Z","","",""
"1","116","47.687489","13.076412","768.0","323.0","4","0.81","2016-09-16T13:19:26.000Z","","",""
"1","117","47.687555","13.076328","767.0","318.0","4","0.93","2016-09-16T13:19:37.000Z","","",""
"1","118","47.68756","13.076312","765.0","318.0","4","0.91","2016-09-16T13:19:38.000Z","","",""
"1","119","47.687636","13.076253","767.0","326.0","4","0.76","2016-09-16T13:19:53.000Z","","",""
"1","120","47.687646","13.07625","767.0","326.0","4","0.87","2016-09-16T13:19:54.000Z","","",""
"1","121","47.687708","13.076156","772.0","323.0","4","0.53","2016-09-16T13:20:07.000Z","","",""
"1","122","47.687712","13.076156","773.0","323.0","4","0.56","2016-09-16T13:20:08.000Z","","",""
"1","123","47.687789","13.076088","771.0","340.0","4","0.48","2016-09-16T13:20:24.000Z","","",""
"1","124","47.687794","13.076092","770.0","340.0","3.9","0.7","2016-09-16T13:20:25.000Z","","",""
"1","125","47.687848","13.076007","768.0","340.0","4","0.91","2016-09-16T13:20:37.000Z","","",""
"1","126","47.687855","13.075994","768.0","340.0","4","0.88","2016-09-16T13:20:38.000Z","","",""
"1","127","47.687898","13.075898","771.0","286.0","5","0.9","2016-09-16T13:20:51.000Z","","",""
"1","128","47.687904","13.075882","773.0","291.0","5","0.91","2016-09-16T13:20:52.000Z","","",""
"1","129","47.687938","13.075761","779.0","309.0","4","0.84","2016-09-16T13:21:03.000Z","","",""
"1","130","47.687945","13.075752","779.0","309.0","4","0.71","2016-09-16T13:21:04.000Z","","",""
"1","131","47.688007","13.075664","776.0","309.0","9","0.63","2016-09-16T13:21:13.000Z","","",""
"1","132","47.688013","13.075655","777.0","309.0","9","0.83","2016-09-16T13:21:14.000Z","","",""
"1","133","47.688085","13.075578","778.0","309.0","9","0.45","2016-09-16T13:21:30.000Z","","",""
"1","134","47.688088","13.075565","777.0","309.0","9","0.43","2016-09-16T13:21:31.000Z","","",""
"1","135","47.688164","13.075616","772.0","","3.9","0","2016-09-16T13:22:07.000Z","","",""
"1","136","47.688171","13.075618","772.0","352.0","3.9","0.48","2016-09-16T13:22:08.000Z","","",""
"1","137","47.688153","13.075624","774.0","","3.9","0","2016-09-16T13:22:21.000Z","","",""
"1","138","47.688153","13.075629","774.0","352.0","3.9","0.22","2016-09-16T13:22:22.000Z","","",""
"1","139","47.688153","13.075629","774.0","352.0","3.9","0.31","2016-09-16T13:22:23.000Z","","",""
"1","140","47.688225","13.075707","779.0","37.0","10","0.61","2016-09-16T13:22:51.000Z","","",""
"1","141","47.688225","13.075721","779.0","37.0","10","0.8","2016-09-16T13:22:52.000Z","","",""
"1","142","47.688247","13.075847","780.0","67.0","10","0.59","2016-09-16T13:23:17.000Z","","",""
"1","143","47.688245","13.075855","779.0","29.0","10","0.42","2016-09-16T13:23:18.000Z","","",""
"1","144","47.688283","13.075965","783.0","","9","0","2016-09-16T13:23:34.000Z","","",""
"1","145","47.68828","13.075984","784.0","91.0","9","0.64","2016-09-16T13:23:35.000Z","","",""
"1","146","47.68834","13.076052","785.0","26.0","4","0.74","2016-09-16T13:23:45.000Z","","",""
"1","147","47.688357","13.07606","783.0","1.0","3.9","1.02","2016-09-16T13:23:46.000Z","","",""
"1","148","47.688373","13.076077","784.0","1.0","3.9","0.57","2016-09-16T13:23:49.000Z","","",""
"1","149","47.688374","13.076071","784.0","1.0","3.9","0.2","2016-09-16T13:23:50.000Z","","",""
"1","150","47.688374","13.076069","783.0","1.0","3.9","0.24","2016-09-16T13:23:51.000Z","","",""
"1","151","47.688459","13.076103","784.0","15.0","4","0.44","2016-09-16T13:24:10.000Z","","",""
"1","152","47.688461","13.076108","784.0","15.0","4","0.51","2016-09-16T13:24:11.000Z","","",""
"1","153","47.688534","13.076153","781.0","15.0","5","0.7","2016-09-16T13:24:29.000Z","","",""
"1","154","47.688546","13.076158","781.0","15.0","5","1.03","2016-09-16T13:24:30.000Z","","",""
"1","155","47.688614","13.076193","785.0","341.0","6","0.71","2016-09-16T13:24:39.000Z","","",""
"1","156","47.688638","13.076186","784.0","10.0","7","0.98","2016-09-16T13:24:40.000Z","","",""
"1","157","47.688714","13.076211","796.0","13.0","4","0.8","2016-09-16T13:24:58.000Z","","",""
"1","158","47.68873","13.076215","797.0","12.0","9","0.88","2016-09-16T13:24:59.000Z","","",""
"1","159","47.688806","13.076225","795.0","358.0","9","0.77","2016-09-16T13:25:04.000Z","","",""
"1","160","47.688845","13.076224","793.0","356.0","9","1.22","2016-09-16T13:25:05.000Z","","",""
"1","161","47.688924","13.076264","791.0","356.0","10","1.1","2016-09-16T13:25:11.000Z","","",""
"1","162","47.688951","13.076284","791.0","29.0","10","1.84","2016-09-16T13:25:12.000Z","","",""
"1","163","47.689037","13.076317","804.0","","10","0","2016-09-16T13:26:28.000Z","","",""
"1","164","47.689042","13.076312","805.0","","9","0","2016-09-16T13:26:29.000Z","","",""
"1","165","47.689038","13.076306","807.0","29.0","11","0.54","2016-09-16T13:26:49.000Z","","",""
"1","166","47.689034","13.07629","803.0","8.0","11","0.18","2016-09-16T13:26:50.000Z","","",""
"1","167","47.689041","13.076265","802.0","","11","0","2016-09-16T13:26:52.000Z","","",""
"1","168","47.689047","13.076273","802.0","121.0","11","0.37","2016-09-16T13:26:53.000Z","","",""
"1","169","47.689121","13.076312","808.0","149.0","10","0.34","2016-09-16T13:28:02.000Z","","",""
"1","170","47.689131","13.076331","807.0","118.0","10","0.26","2016-09-16T13:28:03.000Z","","",""
"1","171","47.689093","13.07645","801.0","","10","0","2016-09-16T13:28:28.000Z","","",""
"1","172","47.689088","13.07648","800.0","9.0","10","0.19","2016-09-16T13:28:29.000Z","","",""
"1","173","47.689092","13.076584","798.0","2.0","10","0.36","2016-09-16T13:28:42.000Z","","",""
"1","174","47.689106","13.076614","796.0","29.0","11","0.59","2016-09-16T13:28:43.000Z","","",""
"1","175","47.689094","13.076627","801.0","232.0","10","0.27","2016-09-16T13:28:48.000Z","","",""
"1","176","47.689105","13.076638","800.0","197.0","9","0.21","2016-09-16T13:28:49.000Z","","",""
"1","177","47.689101","13.076633","804.0","21.0","10","0.21","2016-09-16T13:28:52.000Z","","",""
"1","178","47.689094","13.076624","804.0","343.0","10","0.33","2016-09-16T13:28:53.000Z","","",""
"1","179","47.689142","13.076659","806.0","59.0","9","0.81","2016-09-16T13:29:12.000Z","","",""
"1","180","47.689139","13.076653","807.0","114.0","10","0.17","2016-09-16T13:29:13.000Z","","",""
"1","181","47.689137","13.076649","807.0","28.0","10","0.26","2016-09-16T13:29:14.000Z","","",""
"1","182","47.689198","13.076688","805.0","341.0","10","0.27","2016-09-16T13:29:22.000Z","","",""
"1","183","47.68923","13.076702","804.0","21.0","10","0.62","2016-09-16T13:29:23.000Z","","",""
"1","184","47.689212","13.076697","807.0","","10","0","2016-09-16T13:29:28.000Z","","",""
"1","185","47.689208","13.076697","808.0","33.0","10","0.21","2016-09-16T13:29:29.000Z","","",""
"1","186","47.689201","13.0767","809.0","100.0","10","0.35","2016-09-16T13:29:30.000Z","","",""
"1","187","47.689268","13.076766","806.0","37.0","5","0.47","2016-09-16T13:29:47.000Z","","",""
"1","188","47.689274","13.076783","807.0","83.0","5","0.81","2016-09-16T13:29:48.000Z","","",""
"1","189","47.689273","13.076811","807.0","89.0","4","0.53","2016-09-16T13:29:55.000Z","","",""
"1","190","47.689273","13.076821","807.0","23.0","4","0.2","2016-09-16T13:29:56.000Z","","",""
"1","191","47.689273","13.076816","807.0","18.0","5","0.38","2016-09-16T13:29:57.000Z","","",""
"1","192","47.689273","13.076854","817.0","68.0","8","0.39","2016-09-16T13:30:16.000Z","","",""
"1","193","47.689274","13.076842","817.0","59.0","7","0.15","2016-09-16T13:30:17.000Z","","",""
"1","194","47.68928","13.076893","820.0","","4","0","2016-09-16T13:30:54.000Z","","",""
"1","195","47.689287","13.076904","820.0","121.0","4","0.88","2016-09-16T13:30:55.000Z","","",""
"1","196","47.68934","13.07701","823.0","3.0","3.9","0.81","2016-09-16T13:31:05.000Z","","",""
"1","197","47.689349","13.077031","823.0","","3.9","0","2016-09-16T13:31:06.000Z","","",""
"1","198","47.689417","13.077092","831.0","26.0","3.9","1.23","2016-09-16T13:31:52.000Z","","",""
"1","199","47.689419","13.077088","832.0","27.0","3.9","0.18","2016-09-16T13:31:53.000Z","","",""
"1","200","47.689414","13.077087","834.0","","3.9","0","2016-09-16T13:32:19.000Z","","",""
"1","201","47.689419","13.077075","836.0","296.0","3.9","0.34","2016-09-16T13:32:20.000Z","","",""
"1","202","47.689429","13.077116","834.0","","3.9","0","2016-09-16T13:35:26.000Z","","",""
"1","203","47.689426","13.077121","834.0","168.0","3.9","0.18","2016-09-16T13:35:27.000Z","","",""
"1","204","47.689429","13.07712","834.0","168.0","3.9","0.23","2016-09-16T13:35:28.000Z","","",""
"1","205","47.689407","13.077055","832.0","195.0","3.9","0.53","2016-09-16T13:38:04.000Z","","",""
"1","206","47.689413","13.077057","833.0","195.0","3.9","0.22","2016-09-16T13:38:05.000Z","","",""
"1","207","47.689412","13.077059","833.0","195.0","3.9","0.35","2016-09-16T13:38:06.000Z","","",""
"1","208","47.689407","13.077059","834.0","195.0","3.9","0.18","2016-09-16T13:38:07.000Z","","",""
"1","209","47.689406","13.077057","832.0","","3.9","0","2016-09-16T13:38:13.000Z","","",""
"1","210","47.689396","13.077042","833.0","195.0","3.9","1.19","2016-09-16T13:38:14.000Z","","",""
"1","211","47.689325","13.077008","833.0","","4","0","2016-09-16T13:38:43.000Z","","",""
"1","212","47.689321","13.076994","833.0","190.0","4","0.2","2016-09-16T13:38:44.000Z","","",""
"1","213","47.68932","13.077003","832.0","","10","0","2016-09-16T13:40:37.000Z","","",""
"1","214","47.689319","13.077015","832.0","202.0","10","0.63","2016-09-16T13:40:38.000Z","","",""
"1","215","47.689285","13.077019","837.0","122.0","10","0.33","2016-09-16T13:40:46.000Z","","",""
"1","216","47.689283","13.077015","837.0","83.0","10","0.15","2016-09-16T13:40:47.000Z","","",""
"1","217","47.689281","13.077013","836.0","","10","0","2016-09-16T13:40:50.000Z","","",""
"1","218","47.689281","13.077004","836.0","218.0","10","0.41","2016-09-16T13:40:51.000Z","","",""
"1","219","47.689213","13.077","844.0","164.0","4","0.39","2016-09-16T13:41:35.000Z","","",""
"1","220","47.689213","13.077011","844.0","139.0","5","0.17","2016-09-16T13:41:36.000Z","","",""
"1","221","47.689221","13.077016","845.0","28.0","5","0.24","2016-09-16T13:41:37.000Z","","",""
"1","222","47.689187","13.077124","853.0","174.0","4","0.24","2016-09-16T13:43:07.000Z","","",""
"1","223","47.689182","13.077141","853.0","146.0","4","1.05","2016-09-16T13:43:08.000Z","","",""
"1","224","47.689105","13.077209","857.0","172.0","10","0.74","2016-09-16T13:43:17.000Z","","",""
"1","225","47.689103","13.077212","856.0","172.0","10","0.41","2016-09-16T13:43:18.000Z","","",""
"1","226","47.689052","13.077314","856.0","194.0","11","0.76","2016-09-16T13:43:34.000Z","","",""
"1","227","47.689049","13.077333","857.0","171.0","11","0.42","2016-09-16T13:43:35.000Z","","",""
"1","228","47.688979","13.077389","866.0","138.0","6","0.33","2016-09-16T13:43:55.000Z","","",""
"1","229","47.68898","13.077377","866.0","171.0","5","0.19","2016-09-16T13:43:56.000Z","","",""
"1","230","47.688983","13.077384","867.0","88.0","5","0.32","2016-09-16T13:43:57.000Z","","",""
"1","231","47.688907","13.077456","872.0","105.0","6","0.98","2016-09-16T13:44:18.000Z","","",""
"1","232","47.688904","13.077473","872.0","105.0","5","0.7","2016-09-16T13:44:19.000Z","","",""
"1","233","47.688878","13.077599","874.0","146.0","4","0.38","2016-09-16T13:44:30.000Z","","",""
"1","234","47.688884","13.077605","874.0","146.0","4","0.66","2016-09-16T13:44:31.000Z","","",""
"1","235","47.688897","13.077609","875.0","146.0","3.9","0.79","2016-09-16T13:44:33.000Z","","",""
"1","236","47.688893","13.077601","875.0","146.0","4","0.18","2016-09-16T13:44:34.000Z","","",""
"1","237","47.688885","13.077604","876.0","146.0","4","0.53","2016-09-16T13:44:35.000Z","","",""
"1","238","47.688908","13.077732","881.0","95.0","3.9","0.42","2016-09-16T13:45:04.000Z","","",""
"1","239","47.688912","13.077743","882.0","95.0","3.9","0.47","2016-09-16T13:45:05.000Z","","",""
"1","240","47.688917","13.077748","882.0","","3.9","0","2016-09-16T13:45:10.000Z","","",""
"1","241","47.688917","13.077752","882.0","95.0","3.9","0.15","2016-09-16T13:45:11.000Z","","",""
"1","242","47.688912","13.077754","882.0","95.0","3.9","0.22","2016-09-16T13:45:12.000Z","","",""
"1","243","47.688909","13.077752","883.0","95.0","3.9","0.53","2016-09-16T13:45:13.000Z","","",""
"1","244","47.688883","13.077794","883.0","139.0","3.9","0.24","2016-09-16T13:45:24.000Z","","",""
"1","245","47.688877","13.077794","883.0","139.0","3.9","0.17","2016-09-16T13:45:25.000Z","","",""
"1","246","47.688872","13.077798","883.0","","3.9","0","2016-09-16T13:45:28.000Z","","",""
"1","247","47.688884","13.077797","883.0","353.0","3.9","0.8","2016-09-16T13:45:29.000Z","","",""
"1","248","47.6889","13.077763","886.0","310.0","4","0.37","2016-09-16T13:45:51.000Z","","",""
"1","249","47.688892","13.077756","886.0","310.0","3.9","0.17","2016-09-16T13:45:52.000Z","","",""
"1","250","47.688892","13.077756","888.0","","3.9","0","2016-09-16T13:48:03.000Z","","",""
"1","251","47.688895","13.077763","888.0","310.0","4","0.23","2016-09-16T13:48:04.000Z","","",""
"1","252","47.688897","13.077765","889.0","","4","0","2016-09-16T13:49:01.000Z","","",""
"1","253","47.6889","13.077774","890.0","68.0","4","0.19","2016-09-16T13:49:02.000Z","","",""
"1","254","47.688904","13.077762","885.0","","3.9","0","2016-09-16T13:49:51.000Z","","",""
"1","255","47.688895","13.077764","884.0","182.0","3.9","0.24","2016-09-16T13:49:52.000Z","","",""
"1","256","47.688882","13.077788","886.0","","3.9","0","2016-09-16T13:50:06.000Z","","",""
"1","257","47.688884","13.077783","885.0","138.0","3.9","0.2","2016-09-16T13:50:07.000Z","","",""
"1","258","47.688882","13.077774","885.0","275.0","3.9","0.6","2016-09-16T13:50:08.000Z","","",""
"1","259","47.68889","13.077757","884.0","","3.9","0","2016-09-16T13:50:10.000Z","","",""
"1","260","47.68889","13.077752","884.0","275.0","3.9","0.19","2016-09-16T13:50:11.000Z","","",""
"1","261","47.688884","13.077765","886.0","","3.9","0","2016-09-16T13:50:59.000Z","","",""
"1","262","47.688891","13.077758","886.0","275.0","3.9","0.29","2016-09-16T13:51:00.000Z","","",""
"1","263","47.688902","13.077761","881.0","","9","0","2016-09-16T13:51:23.000Z","","",""
"1","264","47.688905","13.077762","881.0","275.0","9","0.18","2016-09-16T13:51:24.000Z","","",""
"1","265","47.688909","13.077747","885.0","","3.9","0","2016-09-16T13:51:35.000Z","","",""
"1","266","47.688908","13.077742","884.0","275.0","3.9","0.42","2016-09-16T13:51:36.000Z","","",""
"1","267","47.688906","13.07774","883.0","275.0","3.9","0.25","2016-09-16T13:51:37.000Z","","",""
"1","268","47.688905","13.077746","883.0","275.0","3.9","0.2","2016-09-16T13:51:38.000Z","","",""
"1","269","47.688906","13.077747","883.0","275.0","3.9","0.31","2016-09-16T13:51:39.000Z","","",""
"1","270","47.68892","13.077788","884.0","","3.9","0","2016-09-16T13:52:58.000Z","","",""
"1","271","47.688924","13.077787","884.0","263.0","3.9","0.19","2016-09-16T13:52:59.000Z","","",""
"1","272","47.688934","13.077784","884.0","263.0","3.9","0.44","2016-09-16T13:53:00.000Z","","",""
"1","273","47.68893","13.07775","884.0","219.0","3.9","0.49","2016-09-16T13:53:06.000Z","","",""
"1","274","47.688932","13.077751","884.0","219.0","3.9","0.22","2016-09-16T13:53:07.000Z","","",""
"1","275","47.688923","13.077748","884.0","","3.9","0","2016-09-16T13:53:18.000Z","","",""
"1","276","47.688932","13.077743","884.0","219.0","3.9","0.6","2016-09-16T13:53:19.000Z","","",""
"1","277","47.688958","13.077664","885.0","","3.9","0","2016-09-16T13:53:34.000Z","","",""
"1","278","47.688959","13.077663","885.0","219.0","4","0.16","2016-09-16T13:53:35.000Z","","",""
