ReportingYear,AQValue,Unit,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,BeginPosition,EndPosition,DataCoverage,DataCapture
2015,37.24110513,ugNO2.m-3,STA-NL00488,SPO-NL00488_00009_100,51.89389037947889,4.4874997100000007,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.78310502,99.78310502
2013,37.03971283,ugNO2.m-3,STA-NL00704,SPO-NL00704_00009_100,52.430000309481379,4.7699999800000015,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.59817352,96.59817352
2016,36.95582838,ugNO2.m-3,STA-NL00565,SPO-NL00565_00009_100,52.327449999480905,4.715072000000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.65846995,99.68116602
2016,36.00951643,ugNO2.m-3,STA-NL00404,SPO-NL00404_00009_101,52.07805633947973,4.2891721699999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.69717668,89.71760419
2016,36.00884827,ugNO2.m-3,STA-NL00564,SPO-NL00564_00009_100,52.287427999480727,4.7666780000000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.1917122,99.21430198
2016,35.32679881,ugNO2.m-3,STA-NL00701,SPO-NL00701_00009_100,52.45000075948149,4.8166665999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,91.88296903,91.90389433
2013,35.18261801,ugNO2.m-3,STA-NL00442,SPO-NL00442_00009_100,51.800659179478473,4.7082138100000002,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.21461187,97.21461187
2013,34.8993667,ugNO2.m-3,STA-NL00241,SPO-NL00241_00009_100,51.603332519477618,4.7808470699999992,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,99.55479452,99.55479452
2016,34.49514133,ugNO2.m-3,STA-NL00014,SPO-NL00014_00009_100,52.359996799481046,4.8088974999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.92622951,96.94830335
2013,34.24762212,ugNO2.m-3,STA-NL00565,SPO-NL00565_00009_100,52.327449999480905,4.715072000000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.21461187,97.21461187
2016,34.08680013,ugNO2.m-3,STA-NL00003,SPO-NL00003_00009_101,52.3888893094812,4.94389725,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.75910747,98.78159872
2016,33.88801255,ugNO2.m-3,STA-NL00643,SPO-NL00643_00009_100,52.102222439479839,5.1283335699999997,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,90.61930783,90.63994534
2013,33.69519242,ugNO2.m-3,STA-NL00014,SPO-NL00014_00009_100,52.359996799481046,4.8088974999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,91.65525114,91.65525114
2016,33.44775095,ugNO2.m-3,STA-NL00442,SPO-NL00442_00009_100,51.800659179478473,4.7082138100000002,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,86.30464481,86.3242997
2013,33.33527064,ugNO2.m-3,STA-NL00564,SPO-NL00564_00009_100,52.287427999480727,4.7666780000000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.85388128,97.85388128
2014,33.32713702,ugNO2.m-3,STA-NL00565,SPO-NL00565_00009_100,52.327449999480905,4.715072000000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.88812785,97.88812785
2016,33.1982791,ugNO2.m-3,STA-NL00241,SPO-NL00241_00009_100,51.603332519477618,4.7808470699999992,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,88.18306011,88.20314279
2014,33.16009005,ugNO2.m-3,STA-NL00564,SPO-NL00564_00009_100,52.287427999480727,4.7666780000000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.33561644,96.33561644
2014,32.99791519,ugNO2.m-3,STA-NL00241,SPO-NL00241_00009_100,51.603332519477618,4.7808470699999992,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,95.84474886,95.84474886
2014,32.90033286,ugNO2.m-3,STA-NL00442,SPO-NL00442_00009_100,51.800659179478473,4.7082138100000002,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.84246575,97.84246575
2016,32.59591022,ugNO2.m-3,STA-NL00021,SPO-NL00021_00009_101,52.321388239480868,4.9888944600000009,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.18806922,97.21020269
2014,32.47676073,ugNO2.m-3,STA-NL00701,SPO-NL00701_00009_100,52.45000075948149,4.8166665999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.27853881,96.27853881
2015,31.85524977,ugNO2.m-3,STA-NL00442,SPO-NL00442_00009_100,51.800659179478473,4.7082138100000002,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,90.71917808,90.71917808
2016,31.75364881,ugNO2.m-3,STA-NL00022,SPO-NL00022_00009_101,52.37888717948114,4.7936196299999994,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.5428051,98.5652471
2015,31.60419876,ugNO2.m-3,STA-NL00404,SPO-NL00404_00009_101,52.07805633947973,4.2891721699999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,86.83789954,86.83789954
2016,31.59149344,ugNO2.m-3,STA-NL00742,SPO-NL00742_00009_100,51.838888999478641,5.8580609999999993,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.49225865,89.51263949
2015,31.32552493,ugNO2.m-3,STA-NL00241,SPO-NL00241_00009_100,51.603332519477618,4.7808470699999992,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.05251142,89.05251142
2015,31.29504786,ugNO2.m-3,STA-NL00546,SPO-NL00546_00009_100,52.420218999481349,4.8320639999999999,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,96.58675799,96.58675799
2013,31.04353701,ugNO2.m-3,STA-NL00701,SPO-NL00701_00009_100,52.45000075948149,4.8166665999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.08219178,98.08219178
2013,31.04283479,ugNO2.m-3,STA-NL00742,SPO-NL00742_00009_100,51.838888999478641,5.8580609999999993,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.88127854,98.88127854
2013,30.83503133,ugNO2.m-3,STA-NL00137,SPO-NL00137_00009_100,50.884999999474672,5.976953,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.55251142,96.55251142
2014,30.52467456,ugNO2.m-3,STA-NL00022,SPO-NL00022_00009_101,52.37888717948114,4.7936196299999994,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.21917808,98.21917808
2015,30.38829074,ugNO2.m-3,STA-NL00643,SPO-NL00643_00009_100,52.102222439479839,5.1283335699999997,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,90.69634703,90.69634703
2014,30.16820969,ugNO2.m-3,STA-NL00014,SPO-NL00014_00009_100,52.359996799481046,4.8088974999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.94292237,94.94292237
2013,30.07620638,ugNO2.m-3,STA-NL00437,SPO-NL00437_00009_101,51.787498469478415,4.4508414300000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.56849315,97.56849315
2015,29.92535546,ugNO2.m-3,STA-NL00742,SPO-NL00742_00009_100,51.838888999478641,5.8580609999999993,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,87.35159817,87.35159817
2016,29.92065547,ugNO2.m-3,STA-NL00703,SPO-NL00703_00009_100,52.400001529481244,4.7300000200000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.1917122,99.21430198
2014,29.72863072,ugNO2.m-3,STA-NL00742,SPO-NL00742_00009_100,51.838888999478641,5.8580609999999993,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.5,97.5
2013,29.68840153,ugNO2.m-3,STA-NL00247,SPO-NL00247_00009_100,51.407501219476785,5.3933334400000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.48173516,98.49297865
2014,29.68262638,ugNO2.m-3,STA-NL00021,SPO-NL00021_00009_101,52.321388239480868,4.9888944600000009,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.23059361,98.23059361
2014,29.54393652,ugNO2.m-3,STA-NL00003,SPO-NL00003_00009_101,52.3888893094812,4.94389725,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.39269406,96.39269406
2013,29.37931646,ugNO2.m-3,STA-NL00022,SPO-NL00022_00009_101,52.37888717948114,4.7936196299999994,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.52968037,96.52968037
2013,29.15434534,ugNO2.m-3,STA-NL00246,SPO-NL00246_00009_100,51.652778629477808,4.5138888399999999,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,99.82876712,99.8401644
2016,28.81434842,ugNO2.m-3,STA-NL00247,SPO-NL00247_00009_100,51.407501219476785,5.3933334400000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.71994536,89.74037805
2016,28.55528665,ugNO2.m-3,STA-NL00230,SPO-NL00230_00009_101,51.519443509477249,5.1489024199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.75409836,89.77453883
2014,28.36060254,ugNO2.m-3,STA-NL00703,SPO-NL00703_00009_100,52.400001529481244,4.7300000200000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.51598174,98.51598174
2015,27.97393103,ugNO2.m-3,STA-NL00561,SPO-NL00561_00009_100,52.333560999480937,4.7735890000000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.31506849,99.31506849
2013,27.94730952,ugNO2.m-3,STA-NL00021,SPO-NL00021_00009_101,52.321388239480868,4.9888944600000009,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.13926941,98.13926941
2013,27.86922235,ugNO2.m-3,STA-NL00703,SPO-NL00703_00009_100,52.400001529481244,4.7300000200000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.03196347,97.03196347
2013,27.31950348,ugNO2.m-3,STA-NL00230,SPO-NL00230_00009_101,51.519443509477249,5.1489024199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.33333333,98.33333333
2013,27.27404355,ugNO2.m-3,STA-NL00003,SPO-NL00003_00009_101,52.3888893094812,4.94389725,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.97488584,96.97488584
2015,27.20476609,ugNO2.m-3,STA-NL00230,SPO-NL00230_00009_101,51.519443509477249,5.1489024199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,90.77625571,90.77625571
2014,27.18906734,ugNO2.m-3,STA-NL00230,SPO-NL00230_00009_101,51.519443509477249,5.1489024199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.56164384,93.56164384
2014,26.73632697,ugNO2.m-3,STA-NL00437,SPO-NL00437_00009_101,51.787498469478415,4.4508414300000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.95205479,96.95205479
2016,26.53056974,ugNO2.m-3,STA-NL00549,SPO-NL00549_00009_100,52.257359999480563,5.2359030000000004,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,90.91530055,90.93600547
2013,26.26283568,ugNO2.m-3,STA-NL00107,SPO-NL00107_00009_101,51.120277399475597,6.0430636400000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.88812785,97.88812785
2013,26.18331552,ugNO2.m-3,STA-NL00549,SPO-NL00549_00009_100,52.257359999480563,5.2359030000000004,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.26484018,98.27605891
2015,26.11140531,ugNO2.m-3,STA-NL00704,SPO-NL00704_00009_100,52.430000309481379,4.7699999800000015,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.5890411,99.5890411
2016,25.98702731,ugNO2.m-3,STA-NL00138,SPO-NL00138_00009_100,50.900316999474725,5.986853,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,84.59699454,84.61626053
2013,25.909435,ugNO2.m-3,STA-NL00318,SPO-NL00318_00009_101,51.295276639476306,3.7494583100000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.89041096,95.89041096
2015,25.70967642,ugNO2.m-3,STA-NL00247,SPO-NL00247_00009_100,51.407501219476785,5.3933334400000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.25799087,89.25799087
2016,25.64705192,ugNO2.m-3,STA-NL00437,SPO-NL00437_00009_101,51.787498469478415,4.4508414300000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,83.52686703,83.54588932
2015,25.5934989,ugNO2.m-3,STA-NL00437,SPO-NL00437_00009_101,51.787498469478415,4.4508414300000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,88.71004566,88.71004566
2016,25.58477788,ugNO2.m-3,STA-NL00246,SPO-NL00246_00009_100,51.652778629477808,4.5138888399999999,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.1848816,89.20519244
2015,25.4697112,ugNO2.m-3,STA-NL00019,SPO-NL00019_00009_101,52.373054499481128,4.9050030700000002,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.61187215,99.61187215
2013,25.07377332,ugNO2.m-3,STA-NL00644,SPO-NL00644_00009_100,51.974639999479258,4.9234299999999989,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.043379,97.043379
2016,24.67698936,ugNO2.m-3,STA-NL00644,SPO-NL00644_00009_100,51.974639999479258,4.9234299999999989,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,87.84153005,87.86153496
2016,24.65769753,ugNO2.m-3,STA-NL00107,SPO-NL00107_00009_101,51.120277399475597,6.0430636400000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,90.33469945,90.35527215
2015,24.58677035,ugNO2.m-3,STA-NL00549,SPO-NL00549_00009_100,52.257359999480563,5.2359030000000004,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,90.2739726,90.2739726
2015,24.57427151,ugNO2.m-3,STA-NL00246,SPO-NL00246_00009_100,51.652778629477808,4.5138888399999999,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,85.01141553,85.01141553
2013,24.3698227,ugNO2.m-3,STA-NL00235,SPO-NL00235_00009_101,51.435001369476886,4.3602862399999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.2260274,97.2260274
2016,24.29662021,ugNO2.m-3,STA-NL00633,SPO-NL00633_00009_101,52.138888999480002,4.8383359999999991,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,85.79234973,85.81188795
2014,23.65794325,ugNO2.m-3,STA-NL00644,SPO-NL00644_00009_100,51.974639999479258,4.9234299999999989,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.37214612,99.37214612
2015,23.65644562,ugNO2.m-3,STA-NL00551,SPO-NL00551_00009_100,52.463019999481546,4.6019220000000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.47031963,98.47031963
2015,23.56019921,ugNO2.m-3,STA-NL00014,SPO-NL00014_00009_100,52.359996799481046,4.8088974999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.40182648,98.40182648
2015,23.44369024,ugNO2.m-3,STA-NL00138,SPO-NL00138_00009_100,50.900316999474725,5.986853,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,88.59589041,88.59589041
2014,23.23237819,ugNO2.m-3,STA-NL00138,SPO-NL00138_00009_100,50.900316999474725,5.986853,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.31050228,98.31050228
2014,22.82703993,ugNO2.m-3,STA-NL00107,SPO-NL00107_00009_101,51.120277399475597,6.0430636400000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.03652968,98.03652968
2016,22.82482072,ugNO2.m-3,STA-NL00131,SPO-NL00131_00009_101,51.541110989477339,5.8536138500000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,90.49408015,90.51468914
2013,22.81886508,ugNO2.m-3,STA-NL00131,SPO-NL00131_00009_101,51.541110989477339,5.8536138500000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.57305936,98.57305936
2013,22.69004225,ugNO2.m-3,STA-NL00133,SPO-NL00133_00009_101,50.903057099474744,5.8822359999999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.91324201,95.91324201
2014,22.65748395,ugNO2.m-3,STA-NL00235,SPO-NL00235_00009_101,51.435001369476886,4.3602862399999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.8196347,97.8196347
2014,22.45282743,ugNO2.m-3,STA-NL00131,SPO-NL00131_00009_101,51.541110989477339,5.8536138500000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.51826484,96.51826484
2016,22.02897637,ugNO2.m-3,STA-NL00235,SPO-NL00235_00009_101,51.435001369476886,4.3602862399999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,91.08606557,91.10680938
2015,21.96778538,ugNO2.m-3,STA-NL00107,SPO-NL00107_00009_101,51.120277399475597,6.0430636400000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,90,90
2015,21.83067776,ugNO2.m-3,STA-NL00644,SPO-NL00644_00009_100,51.974639999479258,4.9234299999999989,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,87.07762557,87.07762557
2013,21.79279707,ugNO2.m-3,STA-NL00301,SPO-NL00301_00009_101,51.635559079477744,3.9169473600000013,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.70091324,96.70091324
2015,21.69127135,ugNO2.m-3,STA-NL00235,SPO-NL00235_00009_101,51.435001369476886,4.3602862399999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.52054795,89.52054795
2013,21.63988148,ugNO2.m-3,STA-NL00738,SPO-NL00738_00009_100,52.112499239479874,5.7086191199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.99771689,96.99771689
2016,21.58658064,ugNO2.m-3,STA-NL00318,SPO-NL00318_00009_101,51.295276639476306,3.7494583100000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.56056466,89.58096106
2014,21.54677447,ugNO2.m-3,STA-NL00444,SPO-NL00444_00009_100,52.298053739480757,4.5102863299999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.42694064,96.42694064
2015,21.42222222,ugNO2.m-3,STA-NL00565,SPO-NL00565_00009_100,52.327449999480905,4.715072000000001,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.76027397,99.76027397
2015,21.31714962,ugNO2.m-3,STA-NL00131,SPO-NL00131_00009_101,51.541110989477339,5.8536138500000012,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.10958904,89.10958904
2013,21.08665855,ugNO2.m-3,STA-NL00633,SPO-NL00633_00009_101,52.138888999480002,4.8383359999999991,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.62100457,96.62100457
2014,21.08080345,ugNO2.m-3,STA-NL00738,SPO-NL00738_00009_100,52.112499239479874,5.7086191199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.58675799,96.58675799
2014,20.96449786,ugNO2.m-3,STA-NL00318,SPO-NL00318_00009_101,51.295276639476306,3.7494583100000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.07534247,99.07534247
2015,20.66284811,ugNO2.m-3,STA-NL00564,SPO-NL00564_00009_100,52.287427999480727,4.7666780000000006,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.55707763,97.55707763
2013,20.65487409,ugNO2.m-3,STA-NL00444,SPO-NL00444_00009_100,52.298053739480757,4.5102863299999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.83333333,95.83333333
2016,20.40477468,ugNO2.m-3,STA-NL00738,SPO-NL00738_00009_100,52.112499239479874,5.7086191199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,91.19990893,91.22067866
2014,20.39279781,ugNO2.m-3,STA-NL00301,SPO-NL00301_00009_101,51.635559079477744,3.9169473600000013,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.24200913,98.24200913
2016,20.37584989,ugNO2.m-3,STA-NL00301,SPO-NL00301_00009_101,51.635559079477744,3.9169473600000013,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.3442623,89.36460943
2016,20.08828164,ugNO2.m-3,STA-NL00444,SPO-NL00444_00009_100,52.298053739480757,4.5102863299999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.571949,89.59234798
2014,20.01570705,ugNO2.m-3,STA-NL00633,SPO-NL00633_00009_101,52.138888999480002,4.8383359999999991,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.64155251,93.64155251
2016,19.94989119,ugNO2.m-3,STA-NL00133,SPO-NL00133_00009_101,50.903057099474744,5.8822359999999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,89.98178506,90.00227739
2015,19.84761579,ugNO2.m-3,STA-NL00318,SPO-NL00318_00009_101,51.295276639476306,3.7494583100000005,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,88.48173516,88.48173516
2015,19.3401056,ugNO2.m-3,STA-NL00701,SPO-NL00701_00009_100,52.45000075948149,4.8166665999999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.45205479,99.45205479
2015,19.0376137,ugNO2.m-3,STA-NL00444,SPO-NL00444_00009_100,52.298053739480757,4.5102863299999996,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.60045662,89.60045662
2015,18.99192853,ugNO2.m-3,STA-NL00633,SPO-NL00633_00009_101,52.138888999480002,4.8383359999999991,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,85.29680365,85.29680365
2015,18.92722209,ugNO2.m-3,STA-NL00003,SPO-NL00003_00009_101,52.3888893094812,4.94389725,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.37899543,98.37899543
2015,18.76245901,ugNO2.m-3,STA-NL00738,SPO-NL00738_00009_100,52.112499239479874,5.7086191199999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,89.82876712,89.82876712
2015,18.53353307,ugNO2.m-3,STA-NL00021,SPO-NL00021_00009_101,52.321388239480868,4.9888944600000009,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.06392694,99.06392694
2015,18.47632939,ugNO2.m-3,STA-NL00022,SPO-NL00022_00009_101,52.37888717948114,4.7936196299999994,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.39497717,99.39497717
2014,18.4260863,ugNO2.m-3,STA-NL00133,SPO-NL00133_00009_101,50.903057099474744,5.8822359999999998,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.55251142,96.55251142
2015,18.4190531,ugNO2.m-3,STA-NL00301,SPO-NL00301_00009_101,51.635559079477744,3.9169473600000013,Nitrogen oxides (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,91.14155251,91.14155251
